,Year,Title_English,Episodes,Popularity,Aired,Aired On,Duration,Genres,Tags,Summary,Title_Korean,Also Known As,Content Rating,Score_Votes,Score,Ranked,Watchers
111,2023,Brain Works (2023),16,2159,"Jan 2, 2023 - Feb 28, 2023","Monday, Tuesday",1 hr. 10 min.,"['Mystery', 'Comedy']","['Crime Solving Duo', 'Polar Opposites', 'Investigation', 'Smart Male Lead', 'Teamwork', 'Murder', 'Psychology', 'Aggressive Male Lead', 'Rich Male Lead', 'Raised By An Uncle/Aunt']","Sin Ha Ru, a confident and wealthy neuroscientist from a family of doctors, has no mercy for those he deems scum. Geum Myeong Se, a surly detective, is mistaken for corrupt but is actually kind and righteous. Together with hypnotic investigator Seol So Jeong, they solve criminal cases. (Source: MyDramaList)",두뇌공조,"Brain Collaboration , Brain Cooperation , Dunoegongjo , Trabalho Cerebral , Мозговой штурм , 頭腦共助",15+ - Teens 15 or older,3708,8.0,2478,11211
112,2023,Between Friendship and Love Season 4 (2023),6,99999,"Jun 27, 2023 - Aug 1, 2023",,7 min.,"['Romance', 'Drama']","['Short Length Series', 'Miniseries', 'Web Series']",,사당보다 먼 의정부보다 가까운 시즌4,"Between Friendship and Love 4 , Sadangboda Meon uijeongbuboda Kakkaun 4 , Sadangboda Meon uijeongbuboda Kakkaun Sijeun 4 , Sameonuiga , 사먼의가4",Not Yet Rated,0,0.0,99999,16
113,2023,Durian's Affair (2023),16,4833,"Jun 24, 2023 - Aug 13, 2023","Saturday, Sunday",1 hr. 10 min.,"['Romance', 'Fantasy', 'Melodrama']","['Historical Fiction', 'Multiple Mains', 'Infidelity', 'Multiple Couples', 'Joseon Dynasty', 'Time Travel', 'Raised By A Grandparent', 'Assistant Director Supporting Character', 'Married Female Lead', 'Married Male Lead']","A melodramatic fantasy in which two women from Joseon Dynasty, belonging from a noble family, become intertwined with men through time travel to the year 2023, the present. (Source: HanCinema)",아씨두리안,"Assi Durian , Durian Fairy , Lady Durian , Miss Durian , Mrs. Durian , Seonnyeo Durian , The Fairy Durian , 선녀두리안",15+ - Teens 15 or older,929,7.2,9569,3803
114,2023,The Third Marriage (2023),132,7236,"Oct 23, 2023 - May 3, 2024","Monday, Tuesday, Wednesday, Thursday, Friday",35 min.,"['Romance', 'Melodrama']",['Revenge'],A drama depicting the story of love and marriage that blooms in the turbulent truth game of a woman who lives a life of manipulation and a woman who struggles to uncover and punish lies. (Source: Korean = Wikipedia || Translation = MyDramaList),세 번째 결혼,"Mujogeon, Yokmang , O Terceiro Casamento , Se Beonjjae Gyeolhon , Unconditional, Desire , 무조건, 욕망",15+ - Teens 15 or older,442,6.9,11609,1993
115,2023,Meant to Be (2023),120,10215,"Apr 17, 2023 - Oct 20, 2023","Monday, Tuesday, Wednesday, Thursday, Friday",35 min.,"['Romance', 'Family', 'Melodrama']","['Multiple Mains', 'Revenge']","Chi Hwan believes in money and authority more than the law and strives to live at the top of the ladder. His mother had to face wrongful death when he was young, and he suffered from poverty and war alone. To put an end to the misery, he rose out of poverty to great wealth and became a successful chairman of Shine Cosmetics. Se Na, who is actually Yi Chang's biological daughter, grows up as the daughter of Chi Hwan and dreams of becoming his sole heir. She wants to be with Jin Woo, but sadly, she realizes he is in love with Hae In, Chi Hwan's biological daughter. By an ironic twist of fate, Hae In lost her mother as a child and was adopted by Yi Chang. How will the fate of the fathers and daughters unravel? (Source: Viki)",하늘의 인연,"Fate of Heaven , Haneului Inyeon , The Fate of Heaven",15+ - Teens 15 or older,226,7.1,10654,1083
116,2023,Journey to Mirae (2023),5,99999,"Oct 6, 2023 - Nov 3, 2023",,13 min.,"['Romance', 'Drama']","['Workplace Setting', 'Short Length Series', 'Miniseries', 'Web Series']",,우리들의 미래,"Our Future , Urideului Mirae , 우리들의미래",Not Yet Rated,0,0.0,99999,4
117,2023,Dreaming Island (2023),5,99999,"Jul 6, 2023",Thursday,13 min.,"['Romance', 'Fantasy']","['Tourism Industry', 'Vacation Setting', 'Dreamer Female Lead', 'Starting Over', 'Bad/Wrong Tag', 'Short Length Series', 'Height Difference', 'Past Life', 'Adapted From Folklore', 'Return To Hometown']",A Yeosu tourism promotion. A romance fantasy based on the story of Odol-yi on Geomundo Island. (Source: HanCinema),꿈꾸는 섬,Kkumkkuneun Seom,Not Yet Rated,5,6.8,99999,32
118,2023,Song of the Bandits (2023),9,1812,"Sep 22, 2023",,58 min.,"['Action', 'Thriller', 'Historical', 'Drama']","['Historical Fiction', 'Japanese Colonial Rule', 'Graphic Violence', 'War', 'Military', 'Korean Independence', 'Revenge', 'Criminal Supporting Character', 'Criminal Male Lead', 'Bandit Male Lead']","An action melodrama in which the people who have been deprived of their livelihoods blow a refreshing shot for their family and colleagues, set in the 1920s during the Japanese colonial period. (Source: Naver)",도적: 칼의 소리,"Bandit: The Sound of the Sword , Canto dos Bandidos , Dojeog: Kalui Soli , Píseň banditů , Thief , Thief: The Sound of the Sword , Пісня розбійників",18+ Restricted (violence & profanity),4649,8.2,1537,13903
119,2023,Ririko's Social Life (2023),5,99999,"Mar 31, 2023 - Jun 8, 2023",,5 min.,['Comedy'],"['Short Length Series', 'Miniseries', 'Web Series']",,리리코의 사회생활,Ririkoui Sahoesaenghwal,Not Yet Rated,0,0.0,99999,5
120,2023,The Worst of Evil (2023),12,302,"Sep 27, 2023 - Oct 25, 2023",Wednesday,53 min.,"['Action', 'Thriller', 'Mystery', 'Crime']","['Gang', 'Graphic Violence', 'Skilled Fighter', 'Investigation', 'Married Male Lead', 'Noir', '1990s', 'Suspense', 'Drug Dealer Male Lead', 'Gangster Male Lead']","Set in 1990s Seoul, rural police officer Park Jun Mu goes undercover to infiltrate a drug cartel behind the powerful new drug ""Gangnam Crystal."" As he uncovers the organization's secrets, he learns that his wife, detective Yoo Eui Jeong, is also involved, and may share a hidden past with the cartel’s kingpin. Torn between duty and love, Park fights to dismantle the operation while protecting his wife. (Source: MyDramaList)",최악의 악,"Choeagui Ag , Choeagui Ak , O Pior do Mal , The Worst Evil , Zło Absolutne , Найгірше зло , Худшее из зол , המרושע ביותר",18+ Restricted (violence & profanity),21888,8.6,324,58513
121,2023,My Lovely Liar (2023),16,163,"Jul 31, 2023 - Sep 19, 2023","Monday, Tuesday",1 hr. 5 min.,"['Mystery', 'Comedy', 'Romance', 'Supernatural']","['Human Lie Detector', 'Psychic Female Lead', ""Neighbors' Relationship"", 'Musician Male Lead', 'Supernatural Power', 'Hidden Identity', 'Friendship', 'Talented Male Lead', 'Nice Male Lead', 'Character Development']","Mok Sol Hee is a young woman with the supernatural ability to hear people’s lies, leaving her disillusioned and distrustful of others. Her outlook changes when she meets Kim Do Ha, a music producer hiding next door after becoming embroiled in a murder case. As she discovers that her ability doesn't work on him, she becomes intrigued by the mysterious man. But will she uncover the secrets of his heart? (Source: MyDramaList)",소용없어 거짓말,"Meu Adorável Mentiroso , Soyongeobseo Geojismal , Useless Lies , Дорама Бесполезная Ложь , Мій милий брехун , שקרן מקסים שלי , حبيبي الكاذب",15+ - Teens 15 or older,39763,8.2,1809,84556
122,2023,Maestra: Strings of Truth (2023),12,3439,"Dec 9, 2023 - Jan 14, 2024","Saturday, Sunday",59 min.,"['Music', 'Thriller', 'Mystery', 'Drama']","['Orchestra Conductor Female Lead', 'Classical Music', 'Non-MDL Remake', 'Musician Supporting Character', 'Symphony Orchestra', 'Orchestra Conductor Supporting Character', 'Composer Male Lead', 'Violinist Supporting Character', 'Violinist Female Lead', 'Cellist Supporting Character']","Cha Se Eum used to be a violinist, but she is now a conductor of an orchestra. She has pursued her career boldly and with passion. She is now in a position where others are envious. What others don't know is that Cha Se Eum carries a secret. That secret will shake her life. Meanwhile, mysterious cases take place within her orchestra. Cha Se Eum looks into the cases and approaches the truth surrounding her. (Source: AsianWiki) ~~ Remake of the French TV series “Philharmonia"" [2019].",마에스트라,"Maeseuteura , Maestra , Маэстра",15+ - Teens 15 or older,1820,8.1,2285,6261
123,2023,My Dearest (2023),10,379,"Aug 4, 2023 - Sep 2, 2023","Friday, Saturday",1 hr. 20 min.,"['Historical', 'Romance', 'Drama', 'Melodrama']","['Joseon Dynasty', 'Gay Supporting Character', 'Older Man/Younger Woman', 'Qing Invasion Of Joseon', 'Historical Fiction', 'Spoiled Female Lead', 'War', 'Determined Female Lead', 'Character Development', 'Unrequited Love']","A love-story between a noblewoman and a mysterious man who shows up in her hometown set in the 1600s during the Qing invasion. Yoo Gil Chae is a pretty, bubbly, and a bit spoiled young lady who's called the 99 tailed fox of Neunggun-ri. She is also a bit of an outcast because other young ladies are jealous of her. They seem to think she's too straightforward and her behavior is inappropriate for a young lady, while young noblemen think highly of her. Gil Chae knows how to get men to fall for her but fails to capture the heart of the person she likes. Lee Jang Hyeon is a mysterious man who suddenly appears in the Neunggun-ri social scene. Nobody really knows anything about him. Young nobles don't like him, but the elderly are wrapped around his finger. He's been dating around a lot, but he becomes curious about a certain 99 tailed fox, and one day, the said fox quite literally crash lands into his arms. Once war is brewing, the pair finds themselves separated before they could even start to make sense of their feelings. (Source: soloTraveler at MyDramaList)",연인,"Lovers 1 , My Dearest 1 , My Dearest Part 1 , Yeonin 1 , 戀人1 , 연인 파트 1",15+ - Teens 15 or older,19493,8.9,96,50859
124,2023,O'PENing 2023,8,21524,"Jul 13, 2023",Thursday,1 hr. 15 min.,['Drama'],"['Anthology', 'Miniseries']","O’PENing 2023 (planned by CJ ENM, produced by Studio Dragon) is a joint tvN X TVING drama project consisting of works by 7 new writers with free forms and innovative attempts. (Source: Korea Posts English)",오프닝 2023,"Opeuning 2023 , tvN X TVING 프로젝트 'O'PENing(오프닝) 2023'",15+ - Teens 15 or older,31,7.6,18510,250
125,2023,He’s from the North After All (2023),10,99999,"Feb 27, 2023 - Mar 10, 2023",Monday,1 min.,['Comedy'],"['Short Length Series', 'Miniseries', 'Web Series']",,걘역시북방계,Gyaenyeoksibukbanggye,Not Yet Rated,0,0.0,99999,11
126,2023,Stealer: The Treasure Keeper (2023),12,2238,"Apr 12, 2023 - May 18, 2023","Wednesday, Thursday",60 min.,"['Action', 'Adventure', 'Mystery', 'Comedy']","['Double Identity', 'Thief Male Lead', 'Heist', 'Staged Death', 'Physically Strong Female Lead', 'Physically Strong Male Lead', 'Emotionally Strong Female Lead', 'Cultural Heritage', 'Police Inspector Female Lead', 'Police Inspector Male Lead']","A professional thief, ""Skunk"" (real name Hwang Dae Myeong), forms an unofficial team, ""Team Karma,"" to recover stolen cultural assets, embarking on a massive heist to retrieve 30 trillion won worth of treasures and spiritual beads that promise eternal life. The mission is illegal yet morally justified, as they confront a ruthless group. By day, Dae Myeong is a modest civil servant at the Cultural Heritage Administration, but by night, he’s a daring thief. As the Seoul Metropolitan Police recovers missing assets, both of his lives begin to unravel. (Source: MyDramaList)",스틸러: 일곱 개의 조선통보,"Kareuma: Ilgob Gaeui Joseontongbo , Karma: Seven Joseon Notices , Setilreo: Ilgob Gaeui Joseontongbo , Stealer: Seven Joseon Notices , 스틸러: 일곱 개의 朝鮮통보 , 카르마: 일곱 개의 조선통보",15+ - Teens 15 or older,2912,7.7,4316,10741
127,2023,Bronze? Gold! Season 2 (2023),10,99999,"Nov 26, 2023 - Dec 18, 2023",,5 min.,['Comedy'],"['Short Length Series', 'Miniseries', 'Web Series']",,브론즈? 골드! 시즌2,"Beuronjeu? Goldeu! 2 , Beuronjeu? Goldeu! Sijeun 2 , Bronze? Gold! 2 , 브론즈? 골드!2",Not Yet Rated,0,0.0,99999,4
128,2023,The Secret Romantic Guesthouse (2023),18,1234,"Mar 20, 2023 - May 16, 2023","Monday, Tuesday",1 hr. 10 min.,"['Historical', 'Mystery', 'Romance', 'Drama']","['Hidden Identity', 'Joseon Dynasty', 'Teamwork', 'Friendship', 'Investigation', 'Childhood Connection', 'Secret', 'Boarding House Setting', 'Debt Passed To Children', 'Scholar Male Lead']","Yoon Dan Oh had enjoyed a comfortable life as the beloved youngest daughter of a well-off family, but no longer. Now the family breadwinner, she runs the Ihwawon Inn. Current guests are scholars taking the civil service entrance exam in the hopes of becoming high-ranking officials. Among them are Kang San, Kim Si Yeol, and Jeong Yoo Ha, who all have deep secrets. They and Yoon Dan Oh will share information and cooperate to find Lee Seol, who disappeared 13 years ago. (Source: MyDramaList) ~~ Adapted from the novel ""Flower Scholar’s Love Story"" (꽃선비열애사) by Kim Jung Hwa (김정화).",꽃선비 열애사,"Flower Scholars Love Story , Flower Scholars' Love Story , História de Amor dos Estudiosos das Flores , Kkochseonbiyeolaesa , Kkotseonbi Yeolaesa , Romantic Guest House , The Love Story of Flower Scholars , Романтический гостевой дом , بوتيك الأسرار , 꽃선비열애사",15+ - Teens 15 or older,6517,8.1,1919,20520
129,2023,Death's Game (2023),4,107,"Dec 15, 2023",Friday,55 min.,"['Thriller', 'Drama', 'Fantasy']","['Death', 'Survival', 'Poor Male Lead', 'Supernatural Being', 'Difficult Adulthood', 'Graphic Violence', 'Reincarnation', 'Depressed Male Lead', 'Suicidal Male Lead', 'Desperate Male Lead']","After struggling for seven years without securing a stable job, Choi I Jae becomes engulfed in despair and hopelessness. Believing that ending his life would be the solution, I Jae is met with a surprise when he meets the entity known as Death at the gateway to Hell. Death assigns him a unique punishment: I Jae must endure death in 12 different bodies. To avoid his fate in Hell, he must find a way to survive. (Source: AsianWiki; edited by Raisa at MyDramaList) ~~ Adapted from the webtoon ""Ije God Jukseubnida"" (이제 곧 죽습니다) written by Lee Won Sik (이원식) and illustrated by Gul-chan (꿀찬)","이재, 곧 죽습니다","Death's Game Part 1 , El Juego de la Muerte , I Will Die Soon , I Will Die Soon Part 1 , I'll Die Soon Part 1 , Ijae, Got Jukseupnida , Ije God Jukseubnida Pateu 1 , Il Gioco della Morte , Le Jeu De La Mort , O Jogo da Morte , Spiel des Todes , Yi Jae, You’ll Die Soon Part 1 , Гра смерті , И Джэ скоро умрёт , لعبة الموت , เกมท้าตาย , 死期将至 , 이재 곧 죽습니다 파트 1 , 이재, 곧 죽습니다 파트 1",18+ Restricted (violence & profanity),53267,8.8,164,103733
130,2023,"Yes, I See (2023)",10,23460,"Aug 28, 2023 - Sep 8, 2023","Monday, Tuesday, Wednesday, Thursday, Friday",1 min.,"['Romance', 'Youth', 'Drama']","['Student Supporting Character', 'Student Female Lead', 'Student Male Lead', 'School Setting', 'Campus Setting', 'Short Length Series', 'Filmed Vertically', 'University', 'Miniseries', 'Web Series']","The drama depicts various romantic episodes with the opposite sex that take place as the main character who just entered college, leads his college life. (Source: HanCinema)","그래, 그랬구나","Geurae, Geuraetguna",Not Yet Rated,6,6.2,39099,206
131,2023,Finland Papa (2023),6,6083,"Apr 29, 2023 - May 14, 2023","Saturday, Sunday",28 min.,"['Life', 'Drama']","['Café Setting', 'Found Family', 'Healing', 'Raised By A Grandparent', 'Absent Parent', 'Barista Female Lead', 'Café Owner Male Lead', 'Gambler Supporting Character', 'Part-time Worker Female Lead', 'Childhood To Working Life']","Lee Yu Ri, devastated by her grandmother's passing, seeks a fresh start and applies for a job at Finland Papa, a café run by the enigmatic ""Papa."" To her surprise, sharing a meal serves as her interview. Hired, she soon realizes that none of the staff know Papa's identity. They must adopt “family names” and always dine together, echoing her grandmother’s wisdom and memories of her first love, Baek Woo Hyun, who never let her eat alone. As she settles in, she wonders if this café might lead her back to him. (Source: MyDramaList)",핀란드 파파,"Finnish Papa , Pinlandeu Papa , ฮีลใจรัก ฉบับคาเฟ่ Finland Papa",Not Yet Rated,873,7.3,8722,2653
132,2023,True to Love (2023),14,576,"Apr 12, 2023 - May 25, 2023","Wednesday, Thursday",1 hr. 10 min.,"['Comedy', 'Romance', 'Life', 'Melodrama']","['Heartbreak', 'Love/Hate Relationship', ""Best Friends' Relationship"", 'Multiple Couples', 'Enemies To Lovers', 'Writer Female Lead', 'Inner Monologue', 'Mean Male Lead', 'Nice Male Lead', 'Sibling Rivalry']","The series follows the romantic journey of Yeon Bo Ra, a celebrated love coach and successful author of romance novels, and Lee Soo Hyuk, a charming man who grapples with matters of the heart. As a discerning publishing planner, Soo Hyuk is not easily impressed and initially has a negative impression of Bo Ra. However, their lives become entangled unexpectedly, and he becomes increasingly drawn to her. Meanwhile, Han Sang Jin, Soo Hyuk's friend and business associate, heads the Jinri book publishing company. (Source: CK Warrior at MyDramaList)",보라! 데보라,"Bo Ra! Deborah , Bo ra! Deborah: Uma História Agridoce , Bora! Debora , Fedeli all'amore , Fiel al Amor , Fiel ao Amor , I'm Serious About Dating , Yeonaee Jinsimin Pyeon , Yeonaeui Jinsimin Pyeon , Бора! Дебора , بو را! ديبوراه , 연애에 진심인 편 , 연애의 진심인 편",15+ - Teens 15 or older,17705,8.1,2220,37984
133,2023,Unpredictable Family (2023),131,5528,"Sep 18, 2023 - Mar 22, 2024","Monday, Tuesday, Wednesday, Thursday, Friday",30 min.,"['Comedy', 'Romance', 'Drama', 'Family']","['Family Secret', 'Misunderstanding', 'Searching For A Child', 'Workplace Setting', 'Workplace Romance', 'Boss-Employee Relationship', 'Director Male Lead', 'Flashback To Past', 'Rich Male Lead', 'Café Owner Supporting Character']","Eun Sung, an aspiring actress, has struggled for over three years in the theater, working behind the scenes while dreaming of stardom. Sun Woo, a successful Hollywood director, falls in love with her, and they decide to marry. However, their parents, Dong Gu and Jung Ae, are former enemies with a bitter past. As the two families clash over the couple’s marriage, a chaotic, humorous, and unexpected family dynamic unfolds. (Source: MyDramaList)",우당탕탕 패밀리,"Bumpy Family , Família Imprevisível , Tumbling Family , Udangtangtang Family , Udangtangtang Paemilri",Not Yet Rated,498,7.0,10811,3092
134,2023,Tell Me That You Love Me (2023),16,980,"Nov 27, 2023 - Jan 16, 2024","Monday, Tuesday",60 min.,"['Romance', 'Life', 'Drama', 'Melodrama']","['Sign Language', 'Deafness', 'Deaf Male Lead', 'Cold Man/Warm Woman', 'Slow Burn Romance', 'Age Gap [Real Life]', 'Healing', 'Disabled Male Lead', 'Actress Female Lead', 'Artist Male Lead']","Cha Jin Woo is a deaf artist. He is used to expressing his feelings through drawings instead of speaking, as most are unwilling to learn sign language or even get to know him. He happens to meet Jung Mo Eun. She is an aspiring actress and used to expressing her feelings through words. She befriends Cha Jin Woo and starts learning sign language, beginning to appreciate him and his silent world. Cha Jin Woo and Jung Mo Eun fall in love with each other and learn how to navigate communication, relationships, and love. (Source: AsianWiki; edited by MyDramaList)",사랑한다고 말해줘,"Saranghandago Malhaejwo , Say You Love Me , Tell Me Who You Love , Tell Me You Love Me , Скажи, что любишь меня , Скажи, що кохаєш мене",15+ - Teens 15 or older,6942,8.4,812,25113
135,2023,My Sister (2023),10,12672,"Mar 14, 2023 - May 29, 2023",,8 min.,['Romance'],"['Short Length Series', 'Miniseries', 'Web Series']",,여동사친,Yeodongsachin,Not Yet Rated,222,6.9,11646,721
136,2023,Walk to Kwangya 2023,4,99999,"Jul 28, 2023 - Aug 18, 2023",Friday,12 min.,"['Romance', 'Youth']","['Short Length Series', 'Miniseries', 'Web Series', 'Advertisement']","Ji Hoon and So Young have been best friends for the past 10 years. Ji Hoon, who had had a crush on So Young for n years, decided to confess her! Is there a suspicious person next to So Young?! A romance fantasy that takes place at the KB Kookmin Bank Gwangya branch. (Source: Korean = KB국민은행 YouTube || Translation = MyDramaList)",광야로 걸어가 2023,"Caminhe até Kwangya 2023 , Gwangyaro Geoleoga 2023 , Walking through Kwangya 2023",Not Yet Rated,33,6.6,34477,167
137,2023,Living Together at Seventeen (2023),10,99999,"Apr 21, 2023 - Jun 23, 2023",Friday,11 min.,"['Romance', 'Youth']","['Abusive Parent', 'Student Supporting Character', 'Student Female Lead', 'Student Male Lead', 'School Setting', 'Short Length Series', 'Popular Female Lead', 'Fan Culture', 'Hidden Personality', 'Hidden Identity']",What? You're 17 and you're living with a guy. I've never seen anything like this before... What's going on between you two? It's not like I'm at school. Ina's desperate struggle not to be caught in school by her tomboy. (Source: MU.D YouTube),열일곱에 동거중,"Living Together at 17 , Yeolilgobe Donggeojung",Not Yet Rated,10,6.9,30068,89
138,2023,Star Struck (2023),8,1447,"May 18, 2023 - Jun 8, 2023",Thursday,17 min.,"['Romance', 'Youth']","['Jealous Male Lead', 'Possessive Male Lead', 'Gay Male Lead', 'Gay Romance', 'Friendship', 'High School To College', 'Poor Male Lead', ""Best Friends' Relationship"", 'LGBTQ+', 'Miniseries']","When love is kept for a long time...will that feeling blossom? Seo Han Joon has been in love with his childhood friend, Jo Yoo Jae, for a long time. He knew his feelings wouldn’t be reciprocated, and it didn’t matter because he never even dreamed of confessing to him. But this time, he wanted to express his love... (Source: blupdate2020 at Twitter; edited by Khai at MyDramaList) ~~ Adapted from the novel ""Star Struck"" (스타스트럭) by Ha Tae Jin (하태진).",스타스트럭,"Starstruck , มองฟ้าหารัก",15+ - Teens 15 or older,8150,6.7,12146,17922
139,2023,The Deal (2023),8,2749,"Oct 6, 2023 - Oct 27, 2023",Friday,45 min.,"['Thriller', 'Mystery', 'Crime', 'Drama']","['School Reunion', ""Childhood Friends' Relationship"", 'Former Athlete Male Lead', ""Classmates' Relationship"", 'Hostage Situation', 'Postgraduate Student Male Lead', 'Kidnapper Male Lead', 'Police Officer Supporting Character', 'Young Adult Male Lead', 'Criminal Male Lead']","Former classmates Lee Jun Seong and Song Jae Hyo, both struggling financially, reunite with wealthy Park Min U for drinks. When Min U passes out drunk, Jun Seong and Jae Hyo impulsively plot a fake kidnapping to solve their money problems, but things spiral out of control when a hidden witness threatens to expose everything. (Source: Viki) ~~ Adapted from the webtoon ""Deal"" (거래) by Woonam20. ~~ Release dates: October 5, 2023 (Festival) || October 6, 2023 (Online)",거래,"Deal , Georae , O Acordo , The Perfect Deal",15+ - Teens 15 or older,1847,7.8,4182,8323
140,2023,Battle for Happiness (2023),16,3943,"May 31, 2023 - Jul 20, 2023","Wednesday, Thursday",60 min.,"['Thriller', 'Mystery', 'Drama']","['Female Centered Plot', 'Office Worker Supporting Character', 'Office Worker Female Lead', 'Child Supporting Character', 'Teacher Supporting Character', 'Attorney Supporting Character', 'Doctor Supporting Character', 'Hatred', 'Flashback To Past', 'Social Media']","A suspense drama depicting mothers engaged in a fierce social media battle to destroy each others' happiness for their own, to free themselves from oppression, hurt, and secrets, and regain their true selves. (Source: HanCinema) ~~ Adapted from the novel ""Haengbokbaeteul"" (행복배틀) by Joo Young Ha (주영하).",행복배틀,"Batalha da Felicidade , Battle of Happiness , Haengbokbaeteul , Hapiness Battle , Happiness Battle , Happy Battle",Not Yet Rated,1362,7.8,3479,5126
141,2023,The Escape of the Seven: War for Survival (2023),17,1414,"Sep 15, 2023 - Nov 17, 2023","Friday, Saturday",1 hr. 15 min.,"['Thriller', 'Mystery', 'Drama']","['Multiple Mains', 'Suspense', 'Talent Agency Setting', 'Revenge', 'Violence', 'Rich Male Lead', 'Abusive Female Lead', 'Famous Female Lead', 'Blackmail', 'Hidden Identity']","What do a drama production company CEO, an ex-gangster, a wannabe idol, an OB-GYN doctor, an entertainment CEO, a school art teacher and a detective have in common? These 7 individuals were all involved in the heated case of a missing girl. As they attempt to escape their fate and pursue the truth, they find themselves embroiled in secrets, lies, and desires in this retribution tale. (Source: MyDramaList)",7인의 탈출,"7 Escape , 7 Escape: War for Survival , 7 Ineui Talchul , 7人的逃脫 , A Fuga dos Sete , Seven Escape , The Escape of Seven , The Escape of the 7 , The Escape of the Seven , Побег семерых , الهاربون السبعة",15+ - Teens 15 or older,4958,7.6,5922,18317
142,2023,Decoy: Part 1 (2023),6,4049,"Jan 27, 2023 - Feb 10, 2023",Friday,1 hr. 6 min.,"['Thriller', 'Mystery', 'Crime', 'Drama']","['Police Corruption', 'Multiple Timelines', 'Criminal Organization', 'Investigation', 'Staged Death', 'Pyramid Scheme', 'Ill Female Lead', 'Former Lawyer Male Lead', 'Anxious Female Lead', 'Swindler Male Lead']","Eight years ago, Noh Sang Cheon, the mastermind behind a massive financial fraud that swindled thousands of South Koreans, was believed to have died after fleeing to China. Now, detective Goo Do Han, investigating a domestic murder, uncovers evidence linking Noh to the crime. With doubts about Noh's death, Goo must uncover whether the fraudster is still alive and, if so, where he's been hiding, while also exploring a possible connection between the old fraud and the recent murder. (Source: MyDramaList)",미끼 파트1,"Bait 1 , Bait Season 1 , Beomjoeui Yeondaegi 1 , Beomjoeui Yeondaegi Sijeun 1 , Chronicles of Crime , Chronicles of Crime 1 , Chronicles of Crime Season 1 , Decoy 1 , Decoy Season 1 , Isca: Parte 1 , Mikki 1 , Mikki Sijeun 1 , 미끼 시즌1 , 미끼1 , 범죄의 연대기 시즌1 , 범죄의 연대기1",Not Yet Rated,1322,7.9,3452,4944
143,2023,Happy Merry Ending (2023),8,1440,"Apr 27, 2023 - May 19, 2023","Thursday, Friday",15 min.,"['Romance', 'Drama']","['Gay Male Lead', 'Gay Romance', 'LGBTQ+', 'Adapted From A Webtoon', 'Panic Disorder', 'Opposites Attract', 'Singer Male Lead', 'Company President (CEO) Male Lead', 'Anxiety', 'Flashback To Past']","Seung Jun is a singing coach and part-time singer at weddings, where he performs without any enthusiasm. He is insecure and withdrawn and has suffered panic attacks since being brutally dumped by his first love. Jae Hyeon, a newly hired pianist at the wedding venue, becomes instantly besotted when he meets Seung Jun and immediately sets out to pursue him romantically. Seung Jun, while not rejecting Jae Hyeon’s advances outright, is unable to let anyone get close to him. As the two continue to work together at weddings, will the warm and outgoing Jae Hyeon succeed in wearing down Seung Jun’s defences? (Source: MyDramaList) ~~ Adapted from the webtoon “Happy Merry Ending” (해피메리엔딩) by dorae (도래).",해피메리엔딩,"Haepi Meri Ending , Счастливый конец",13+ - Teens 13 or older,8929,7.1,10129,17988
144,2023,Bloodhounds (2023),8,124,"Jun 9, 2023",Friday,60 min.,"['Action', 'Thriller', 'Crime', 'Drama']","['Bromance', 'Debt', 'Graphic Violence', 'Skilled Fighter', 'Boxer Male Lead', 'Friendship', 'Teamwork', 'Boxing', 'Fraud', 'Poor Male Lead']","When reserved rookie boxer Kim Geon U squares off against loquacious southpaw Hong U Jin, Geon U narrowly prevails — but the two former marines become fast friends. As their friendship grows, so do the financial woes that plague Geon U’s mother. To save her quaint café from going under, she signs off on a hefty loan. But when it turns out she’s been targeted by Smile Capital — a ruthless loan shark business — Geon U and U Jin do everything in their power to make it right. Fate intervenes as the pair end up working for a generous moneylender whose foster daughter is dead set on taking down the loan sharks. (Source: Netflix) ~~ Adapted from the webtoon ""Bloodhounds"" (사냥개들) by Jeong Chan (정찬).",사냥개들,"Hound Dogs , Hounds , Hunting Dogs , Kopók , Sanyanggaedeul",18+ Restricted (violence & profanity),57652,8.7,259,99797
145,2023,From Classmate to Roommate (2023),12,99999,"Apr 19, 2023 - Jul 5, 2023",Wednesday,10 min.,"['Comedy', 'Romance', 'Youth']","['Student Female Lead', 'Student Male Lead', 'School Setting', ""Roommates' Relationship"", ""Classmates' Relationship"", 'Idol Female Lead', 'Short Length Series', 'High School', 'Web Series', 'Friendship']",A story about a boy who unexpectedly becomes roommates with three of his girl classmates as they end up living in a sharehouse. How will their story and relationship unfold? (Source: Xavier Ng at MyDramaList),방과 후 동거,"Banggwa Hu Donggeo , Roommates After School",Not Yet Rated,9,6.2,99999,99
